,id,skilled_prob
0,4,0.7540712449331486
1,5,0.003268654062062738
2,6,0.9970470611574191
3,8,0.06607606406568303
4,9,0.025941447145354686
5,10,0.9576048026223625
6,11,0.23146936365073012
7,13,0.950882777310187
8,15,0.38196952007581164
9,17,0.9777083939338221
10,24,0.9702761658338153
11,31,0.7988240088551728
12,33,0.01082457038664864
13,39,0.17911823849378897
14,40,0.11260007876462762
15,41,0.7043403408121037
16,42,0.44253721489784525
17,47,0.42992525206053356
18,53,0.026632356429787687
19,56,0.003144940107770039
20,58,0.7332008271734936
21,59,0.9826710445971715
22,66,0.7239794002664309
23,68,0.06480438983448694
24,72,0.0007782769202930098
25,75,0.009487939086774463
26,84,0.43637161279616704
27,86,0.9088787009170165
28,88,0.9974994206625262
29,89,0.8683261614949634
30,90,0.007509502487039542
31,91,0.21447988842639057
32,93,0.9077859820123783
33,95,0.012435581412793327
34,96,0.448440226499657
35,101,0.657979451042404
36,106,0.9865725503134555
37,107,0.29766540874412806
38,108,0.0749623796257342
39,110,0.5512215289738659
40,114,0.020349557065321447
41,122,0.9678908095846502
42,127,0.9812431950957262
43,129,0.9055407289119461
44,131,0.11675431924465296
45,132,0.9882128025722277
46,137,0.004606699889114557
47,138,0.9581159389117413
48,143,0.2201795007776047
49,148,0.001393144447001224
50,149,0.3621854890348514
51,153,0.05364953984075286
52,165,0.9345277703058663
53,167,0.7150154798355688
54,170,0.39770454956862394
55,172,0.9908063542935214
56,175,0.01777779378460736
57,178,0.9984056908089586
58,183,0.9935753998342798
59,184,0.6678760318770023
60,186,0.61700741622368
61,191,0.9944619503436579
62,194,0.0851336268097648
63,195,0.9961969153045147
64,198,0.0006683602493354353
65,204,0.0029731500126417847
66,213,0.9025186040850078
67,216,0.9852322135476521
68,221,0.0010433905075591344
69,230,0.9905477467374383
70,232,0.9978894754755031
71,234,0.00035194332786798516
72,238,0.9996194161183551
73,239,0.00499329735839621
74,243,0.12419234264386185
75,260,0.06293267898496424
76,268,0.011150909827188976
77,269,0.5507962204652139
78,271,0.06085741779525207
79,273,0.010773702723572231
80,277,0.0631510259183171
81,282,0.9948315170172954
82,293,0.9785469495226607
83,312,0.8818370617135574
84,313,0.0365194805902287
85,321,0.5498644429112285
86,327,0.008901425019566686
87,332,0.494748905970245
88,337,0.9987225604846268
89,346,0.005191870022040123
90,349,0.9903065375562977
91,351,0.9913756729628632
92,355,0.9653128530332037
93,364,0.4131383666569001
94,365,0.9007306503406991
95,367,0.416385315009868
96,370,0.985300363990318
97,376,0.5358143074206488
98,377,0.9941518966130692
99,378,0.9908537912410585
100,382,0.49068809573015704
101,383,0.10409587240039062
102,385,0.09821402195620058
103,386,0.14566656750069207
104,387,0.47659360982524085
105,390,0.41987679548995677
106,395,0.7569713726258226
107,397,0.7836221698111183
108,402,0.35371545566089696
109,403,0.6159919678527424
110,410,0.0015831754502502137
111,412,0.0036826738212051577
112,424,0.03140594215309001
113,425,0.9944113331284028
114,428,0.04276534113005963
115,430,0.9814213481630799
116,433,0.09951753650072409
117,435,0.07365526304089069
118,442,0.8898061656888948
119,445,0.6844988729776577
120,446,0.004489921701785029
121,449,0.9917463163254071
122,454,0.018616523822530064
123,456,0.9689305479423863
124,458,0.7914950517921562
125,464,0.0656302587683865
126,467,0.69477746853391
127,469,0.21565661518399004
128,470,0.9707711642063764
129,474,0.13521413001281263
130,475,0.9944984774941034
131,476,0.055082137388073604
132,477,0.9998121138471495
133,484,0.9998132999153646
134,486,0.8543902945719127
135,487,0.9859709817925821
136,489,0.29267293169204206
137,491,0.5678218953217689
138,499,0.9907256703925744
139,502,0.29346334859277007
140,503,0.03764862378560827
141,507,0.031163225577330755
142,508,0.8324028852031308
143,512,0.05892571878701335
144,514,0.06616051590755653
145,523,0.14355969147040223
146,536,0.9996045477949894
147,538,0.9977858904992084
148,541,0.950754550910886
149,542,0.0012267318432927245
150,543,0.9807390155180633
151,545,0.006101487323602401
152,549,0.3019062870429974
153,553,0.8107338922179654
154,554,0.08676605587801417
155,555,0.8925902206695002
156,563,0.00015495269322492308
157,564,0.16320959108217056
158,566,0.31077055823336847
159,567,0.9486325530610669
160,569,0.0008554994766078099
161,571,0.33477036458028797
162,587,0.005709953320811015
163,607,0.847338260667089
164,611,0.9710599172905522
165,613,0.9860739191160546
166,614,0.9673874734158422
167,617,0.9707529451059123
168,624,0.8993675829563493
169,626,0.3198850305256838
170,630,0.9936973069142587
171,633,0.0075460779222694735
172,636,0.22054873102948758
173,639,0.8006196286436028
174,640,0.989427692894591
175,646,0.9881753950166818
176,649,0.0007402824919149193
177,650,0.004626204094156576
178,651,0.988539735527523
179,652,0.9893023840673522
180,655,0.9952959501576905
181,656,0.7012563759502057
182,659,0.9374757259044192
183,661,0.29554308002825314
184,664,0.011487028698533895
185,666,0.9796555910424251
186,671,0.1655986986157652
187,673,0.9737053247039839
188,675,0.32576965270535313
189,676,0.5905369267869913
190,682,0.17972520287532262
191,687,0.08568847006813632
192,691,0.9960092181308865
193,693,0.9972239537143084
194,698,0.9931822761795086
195,707,0.9819426378518129
196,710,0.9787369961479749
197,715,0.9438715821280595
198,720,0.3329001261120489
199,726,0.9989601391792722
200,727,0.987591412427607
201,729,0.9968195969979843
202,731,0.1823298307232235
203,732,0.896439263118477
204,736,0.9635049471080163
205,738,0.9660594949141936
206,739,0.948504240361391
207,741,0.780400510880773
208,744,0.021709866708816968
209,747,0.11254616359941014
210,749,0.11548458134061754
211,752,0.5381702978181805
212,757,0.9988924235690627
213,762,0.06929043126051765
214,764,0.10608426361249076
215,772,0.18457887687705118
216,783,0.0007011641526200067
217,785,0.9112652458518443
218,789,0.3824326535795546
219,790,0.013312324925650027
220,792,0.7214993894459025
221,793,0.9881080926230953
222,801,0.41315097923193417
223,805,0.5176810612837603
224,810,0.005897128773916397
225,823,0.9966426961787562
226,826,0.3660413071039419
227,831,0.4691413315033428
228,833,0.01994591698024405
229,834,0.01080373995670038
230,835,0.9289673847834417
231,837,0.034635668118093016
232,841,0.18069662934004962
233,843,0.002685159654524204
234,845,0.12368710458303311
235,847,0.22978839762551903
236,852,0.0758070225013153
237,856,0.002678376842013508
238,858,0.05058476262020565
239,859,0.9971760392069997
240,862,0.06505443421433905
241,866,0.0010984035401004504
242,871,0.3421522066608625
243,875,0.7065599216630833
244,877,0.9810158209968759
245,879,0.9103115446803486
246,880,0.9228042990050047
247,882,0.00031436246971504626
248,885,0.9924179898051826
249,886,0.14463507997843153
250,896,0.018257566930323762
251,900,0.6783489561013055
252,902,0.05521572820976847
253,908,0.40045476980618555
254,913,0.9981800526919982
255,916,0.018497193503200563
256,920,0.9992172894719734
257,922,0.10254819567108577
258,924,0.9804204847912846
259,925,0.9891293694032931
260,930,0.6394549477228236
261,935,0.48340264119812637
262,938,0.018930094006165115
263,941,0.013167238838390627
264,944,0.0028107484765344036
265,949,0.9693923843070833
266,951,0.888329334248034
267,953,0.9927360362551629
268,954,0.027097802268628905
269,964,0.9997023905808343
270,966,0.0005593313418518303
271,968,0.8946032643499287
272,978,0.07829927368476104
273,979,0.12616325417601948
274,982,0.9893162772157005
275,987,0.9658149155911542
276,988,0.0043233123098190855
277,989,0.23572483137863254
278,996,0.5432057799694734
279,1004,0.03814748653812333
280,1009,0.03322659563431386
281,1014,0.302414774646521
282,1025,0.9984981544683779
283,1029,0.9895602542267704
284,1031,0.20085773427100895
285,1034,0.0018508061731151622
286,1037,0.966876917689319
287,1038,0.337836069484155
288,1044,0.028004850200147972
289,1055,0.1465277946240473
290,1056,0.9975493329119801
291,1061,0.02377507486036099
292,1062,0.13704607383368406
293,1063,0.9120994397340085
294,1068,0.0916165130178032
295,1069,0.6323264077550449
296,1070,0.977132801695777
297,1072,0.8605926866949569
298,1075,0.9570043261731005
299,1077,0.02162279511659038
300,1078,0.17700639480467067
301,1079,0.9986213881736747
302,1080,0.9605206499513649
303,1082,0.987630309520867
304,1084,0.02442833788592821
305,1085,0.0002753041673203856
306,1086,0.6591097670551304
307,1087,0.9540757800571049
308,1092,0.244557785139943
309,1095,0.002023977451424266
310,1101,0.058725610270965255
311,1105,0.0005840023487610893
312,1110,5.274530809769626e-05
313,1111,7.469428633026759e-05
314,1112,7.1907973565965e-05
315,1114,0.034416266086732025
316,1120,0.9670209012034249
317,1127,0.0020842094302969735
318,1132,0.9904470304919095
319,1143,0.5237645225304858
320,1145,0.9833902007884324
321,1147,0.7916739765949128
322,1156,0.3529755954389317
323,1160,0.5475498024164213
324,1165,0.7553101237523948
325,1168,0.2778679160514228
326,1175,0.9790418390166811
327,1176,0.0014332065227771766
328,1177,0.9352918292569211
329,1178,0.7590876052499133
330,1182,0.9123923863812398
331,1184,0.9867592997146349
332,1185,0.601735316236996
333,1190,0.29077835793395485
334,1194,0.5135297727515757
335,1195,0.018040516159909908
336,1198,0.9450088669245568
337,1199,0.9772219809916822
338,1200,0.9943652214609087
339,1203,0.9057707967066191
340,1204,0.3721396073926039
341,1205,0.8968027201272457
342,1209,0.004708151687444408
343,1213,0.985390872532894
344,1225,0.735629501000778
345,1230,0.08216823017653993
346,1231,0.8932376090024507
347,1233,0.2950539343690697
348,1234,0.9980784663087786
349,1239,0.9454387900681042
350,1240,0.025805522132634078
351,1242,0.0477181636674338
352,1245,0.9799922774274527
353,1249,0.996437395836645
354,1251,0.644466196778751
355,1252,0.0005278205721116921
356,1253,0.9553518555169405
357,1254,0.3056580667172113
358,1255,0.9958631373250404
359,1256,0.9866890993062487
360,1257,0.84197732696074
361,1266,0.7564749649480583
362,1269,0.939155945368349
363,1278,0.9986642436984124
364,1280,0.9356900743507631
365,1287,0.09103866699691959
366,1291,0.9878986144003095
367,1295,0.9963148009427255
